Id,ExtLinks,CreateDate,UpdateDate,Bioproject,Biosample,Experiment,Experiment_name,Experiment_status,Experiment_ver,Instrument_ILLUMINA,LibraryLayout,LibraryName,LibrarySelection,LibrarySource,LibraryStrategy,Organism_ScientificName,Organism_taxid,Sample,Sample_name,Study,Study_name,Submitter,Submitter_center_name,Submitter_contact_name,Submitter_lab_name,Run,Run_cluster_name,Run_is_public,Run_load_done,Run_static_data_available,Run_total_bases,Run_total_spots
4076236,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838353,22V5,public,1,NextSeq 500,PAIRED,G15-003-180,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580004,public,true,true,true,2977274550,9858525
4076235,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838352,22V1,public,1,NextSeq 500,PAIRED,G15-003-179,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580005,public,true,true,true,952933891,3166694
4076234,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838351,22V1,public,1,NextSeq 500,PAIRED,G15-003-178,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580006,public,true,true,true,988703936,3285533
4076233,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838350,22V1,public,1,NextSeq 500,PAIRED,G15-003-177,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580007,public,true,true,true,970868456,3227354
4076232,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838349,22V1,public,1,NextSeq 500,PAIRED,G15-003-176,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580008,public,true,true,true,976724045,3246750
4076231,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838348,22V1,public,1,NextSeq 500,PAIRED,G15-003-175,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580009,public,true,true,true,3056721388,10121594
4076230,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838347,21V5,public,1,NextSeq 500,PAIRED,G15-003-174,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580010,public,true,true,true,971837999,3230034
4076229,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838346,21V5,public,1,NextSeq 500,PAIRED,G15-003-173,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580011,public,true,true,true,1007240378,3347687
4076228,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838345,21V5,public,1,NextSeq 500,PAIRED,G15-003-172,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580012,public,true,true,true,991307989,3295781
4076227,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838344,21V5,public,1,NextSeq 500,PAIRED,G15-003-171,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580013,public,true,true,true,997794920,3317317
4076226,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838343,11V3,public,1,NextSeq 500,PAIRED,G15-003-027,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580014,public,true,true,true,880526781,2927213
4076225,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838342,11V3,public,1,NextSeq 500,PAIRED,G15-003-028,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580015,public,true,true,true,736126094,2447889
4076224,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838341,11V3,public,1,NextSeq 500,PAIRED,G15-003-025,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580016,public,true,true,true,2732679314,9048607
4076223,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838340,11V3,public,1,NextSeq 500,PAIRED,G15-003-026,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580017,public,true,true,true,756101819,2514086
4076222,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838339,11V1,public,1,NextSeq 500,PAIRED,G15-003-023,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580018,public,true,true,true,706608338,2348995
4076221,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838338,11V1,public,1,NextSeq 500,PAIRED,G15-003-024,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580019,public,true,true,true,859752702,2857206
4076220,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838337,11V1,public,1,NextSeq 500,PAIRED,G15-003-021,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580020,public,true,true,true,712537512,2368756
4076219,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838336,11V1,public,1,NextSeq 500,PAIRED,G15-003-022,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580021,public,true,true,true,855264227,2842402
4076218,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838335,11V3,public,1,NextSeq 500,PAIRED,G15-003-029,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580022,public,true,true,true,883487408,2936899
4076217,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838334,11V3,public,1,NextSeq 500,PAIRED,G15-003-030,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580023,public,true,true,true,745369466,2477973
4076216,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838333,30V5,public,1,NextSeq 500,PAIRED,G15-003-360,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580024,public,true,true,true,799223490,2656838
4076215,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838332,30V5,public,1,NextSeq 500,PAIRED,G15-003-359,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580025,public,true,true,true,718142053,2388088
4076214,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838331,32V3,public,1,NextSeq 500,PAIRED,G15-003-407,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580026,public,true,true,true,978824611,3253791
4076213,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838330,26V3,public,1,NextSeq 500,PAIRED,G15-003-253,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580027,public,true,true,true,811908645,2699803
4076212,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838329,26V3,public,1,NextSeq 500,PAIRED,G15-003-254,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580028,public,true,true,true,913253459,3035927
4076211,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838328,26V3,public,1,NextSeq 500,PAIRED,G15-003-251,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580029,public,true,true,true,830805444,2762511
4076210,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838327,26V3,public,1,NextSeq 500,PAIRED,G15-003-252,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580030,public,true,true,true,909546232,3023784
4076209,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838326,26V3,public,1,NextSeq 500,PAIRED,G15-003-257,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580031,public,true,true,true,816087217,2713027
4076208,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838325,26V3,public,1,NextSeq 500,PAIRED,G15-003-258,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580032,public,true,true,true,916634274,3046221
4076207,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838324,26V3,public,1,NextSeq 500,PAIRED,G15-003-255,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580033,public,true,true,true,822551920,2734601
4076206,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838323,26V3,public,1,NextSeq 500,PAIRED,G15-003-256,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580034,public,true,true,true,918756933,3053386
4076205,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838322,26V5,public,1,NextSeq 500,PAIRED,G15-003-259,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580035,public,true,true,true,3971139638,13149469
4076204,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838321,26V5,public,1,NextSeq 500,PAIRED,G15-003-260,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580036,public,true,true,true,3244312010,10742755
4076203,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838320,33V5,public,1,NextSeq 500,PAIRED,G15-003-426,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580037,public,true,true,true,3718336042,12312371
4076202,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838319,33V3,public,1,NextSeq 500,PAIRED,G15-003-425,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580038,public,true,true,true,969328242,3223122
4076201,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838318,33V5,public,1,NextSeq 500,PAIRED,G15-003-428,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580039,public,true,true,true,3035967344,10052872
4076200,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838317,33V5,public,1,NextSeq 500,PAIRED,G15-003-427,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580040,public,true,true,true,3012565062,9975381
4076199,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838316,33V3,public,1,NextSeq 500,PAIRED,G15-003-422,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580041,public,true,true,true,997594650,3318186
4076198,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838315,33V3,public,1,NextSeq 500,PAIRED,G15-003-421,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580042,public,true,true,true,3283069180,10871090
4076197,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838314,33V3,public,1,NextSeq 500,PAIRED,G15-003-424,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580043,public,true,true,true,1005112538,3342117
4076196,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838313,33V3,public,1,NextSeq 500,PAIRED,G15-003-423,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580044,public,true,true,true,989164873,3290142
4076195,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838312,33V5,public,1,NextSeq 500,PAIRED,G15-003-430,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580045,public,true,true,true,4935324770,16342135
4076194,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838311,33V5,public,1,NextSeq 500,PAIRED,G15-003-429,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580046,public,true,true,true,2915669570,9654535
4076193,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838310,12V5,public,1,NextSeq 500,PAIRED,G15-003-069,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580047,public,true,true,true,741920846,2466275
4076192,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838309,13V1,public,1,NextSeq 500,PAIRED,G15-003-070,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580048,public,true,true,true,2590074310,8576405
4076191,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838308,12V5,public,1,NextSeq 500,PAIRED,G15-003-063,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580049,public,true,true,true,393494876,1307865
4076190,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838307,12V5,public,1,NextSeq 500,PAIRED,G15-003-064,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580050,public,true,true,true,328706550,1092855
4076189,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838306,12V5,public,1,NextSeq 500,PAIRED,G15-003-061,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580051,public,true,true,true,391070748,1300179
4076188,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838305,12V5,public,1,NextSeq 500,PAIRED,G15-003-062,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580052,public,true,true,true,334166867,1111034
4076187,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838304,12V5,public,1,NextSeq 500,PAIRED,G15-003-067,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580053,public,true,true,true,739129986,2457434
4076186,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838303,12V5,public,1,NextSeq 500,PAIRED,G15-003-068,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580054,public,true,true,true,749826332,2492700
4076185,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838302,12V5,public,1,NextSeq 500,PAIRED,G15-003-065,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580055,public,true,true,true,393179605,1306784
4076184,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838301,12V5,public,1,NextSeq 500,PAIRED,G15-003-066,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580056,public,true,true,true,738784560,2456435
4076183,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838300,2V3,public,1,NextSeq 500,PAIRED,G15-003-329,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580057,public,true,true,true,843956605,2804912
4076182,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838299,2V3,public,1,NextSeq 500,PAIRED,G15-003-330,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580058,public,true,true,true,765379807,2544598
4076181,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838298,2V3,public,1,NextSeq 500,PAIRED,G15-003-327,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580059,public,true,true,true,839922693,2792258
4076180,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838297,2V3,public,1,NextSeq 500,PAIRED,G15-003-328,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580060,public,true,true,true,769914941,2559740
4076179,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838296,2V3,public,1,NextSeq 500,PAIRED,G15-003-325,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580061,public,true,true,true,839229113,2790058
4076178,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838295,2V3,public,1,NextSeq 500,PAIRED,G15-003-326,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580062,public,true,true,true,763741580,2539871
4076177,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838294,2V3,public,1,NextSeq 500,PAIRED,G15-003-323,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580063,public,true,true,true,2806107896,9291748
4076176,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838293,2V3,public,1,NextSeq 500,PAIRED,G15-003-324,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580064,public,true,true,true,779424203,2591842
4076175,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838292,2V1,public,1,NextSeq 500,PAIRED,G15-003-321,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580065,public,true,true,true,807736671,2685874
4076174,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838291,2V1,public,1,NextSeq 500,PAIRED,G15-003-322,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580066,public,true,true,true,902244911,2999406
4076173,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838290,16V3,public,1,NextSeq 500,PAIRED,G15-003-107,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580067,public,true,true,true,889446514,2958473
4076172,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838289,16V3,public,1,NextSeq 500,PAIRED,G15-003-108,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580068,public,true,true,true,898336431,2987677
4076171,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838288,16V3,public,1,NextSeq 500,PAIRED,G15-003-105,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580069,public,true,true,true,2333980726,7728413
4076170,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838287,16V3,public,1,NextSeq 500,PAIRED,G15-003-106,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580070,public,true,true,true,884882334,2943464
4076169,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838286,16V1,public,1,NextSeq 500,PAIRED,G15-003-103,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580071,public,true,true,true,796574848,2647690
4076168,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838285,16V1,public,1,NextSeq 500,PAIRED,G15-003-104,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580072,public,true,true,true,788587721,2620993
4076167,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838284,16V1,public,1,NextSeq 500,PAIRED,G15-003-101,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580073,public,true,true,true,786584619,2614961
4076166,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838283,16V1,public,1,NextSeq 500,PAIRED,G15-003-102,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580074,public,true,true,true,787323099,2617206
4076165,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838282,16V3,public,1,NextSeq 500,PAIRED,G15-003-109,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580075,public,true,true,true,891590161,2965116
4076164,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838281,16V5,public,1,NextSeq 500,PAIRED,G15-003-110,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580076,public,true,true,true,2642232730,8749115
4076163,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838280,11V1,public,1,NextSeq 500,PAIRED,G15-003-020,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580077,public,true,true,true,852773020,2834890
4076162,,2017/05/20,2017/05/20,PRJNA361402,SAMN06233224,SRX2838279,11V1,public,1,NextSeq 500,PAIRED,G15-003-019,PCR,METAGENOMIC,WGS,human gut metagenome,408170,SRS1996016,,SRP100518,human gut metagenome Metagenome,SRA561762,University of Gothenburg,Tony Wu,The Wallenberg lab,SRR5580078,public,true,true,true,704174004,2341519
